Piloto_ID,Piloto,Año,Carrera,Posición_Salida,Posición_Final,Puntos,Constructor
30,Schumacher,2004,Bahrain Grand Prix,1,1,10.0,Ferrari
4,Alonso,2004,Bahrain Grand Prix,16,6,3.0,Renault
30,Schumacher,2004,San Marino Grand Prix,2,1,10.0,Ferrari
4,Alonso,2004,San Marino Grand Prix,6,4,5.0,Renault
30,Schumacher,2004,Spanish Grand Prix,1,1,10.0,Ferrari
4,Alonso,2004,Spanish Grand Prix,8,4,5.0,Renault
30,Schumacher,2004,Monaco Grand Prix,4,11,0.0,Ferrari
4,Alonso,2004,Monaco Grand Prix,3,12,0.0,Renault
30,Schumacher,2004,European Grand Prix,1,1,10.0,Ferrari
4,Alonso,2004,European Grand Prix,6,5,4.0,Renault
30,Schumacher,2004,Canadian Grand Prix,6,1,10.0,Ferrari
4,Alonso,2004,Canadian Grand Prix,5,13,0.0,Renault
30,Schumacher,2004,United States Grand Prix,2,1,10.0,Ferrari
4,Alonso,2004,United States Grand Prix,9,16,0.0,Renault
30,Schumacher,2004,French Grand Prix,2,1,10.0,Ferrari
4,Alonso,2004,French Grand Prix,1,2,8.0,Renault
30,Schumacher,2004,British Grand Prix,4,1,10.0,Ferrari
4,Alonso,2004,British Grand Prix,16,10,0.0,Renault
30,Schumacher,2004,German Grand Prix,1,1,10.0,Ferrari
4,Alonso,2004,German Grand Prix,5,3,6.0,Renault
30,Schumacher,2004,Hungarian Grand Prix,1,1,10.0,Ferrari
4,Alonso,2004,Hungarian Grand Prix,5,3,6.0,Renault
30,Schumacher,2004,Belgian Grand Prix,2,2,8.0,Ferrari
4,Alonso,2004,Belgian Grand Prix,3,16,0.0,Renault
30,Schumacher,2004,Italian Grand Prix,3,2,8.0,Ferrari
4,Alonso,2004,Italian Grand Prix,4,16,0.0,Renault
4,Alonso,2004,Chinese Grand Prix,6,4,5.0,Renault
30,Schumacher,2004,Chinese Grand Prix,20,12,0.0,Ferrari
30,Schumacher,2004,Japanese Grand Prix,1,1,10.0,Ferrari
4,Alonso,2004,Japanese Grand Prix,11,5,4.0,Renault
4,Alonso,2004,Brazilian Grand Prix,8,4,5.0,Renault
30,Schumacher,2004,Brazilian Grand Prix,18,7,2.0,Ferrari
30,Schumacher,2003,Australian Grand Prix,1,4,5.0,Ferrari
4,Alonso,2003,Australian Grand Prix,10,7,2.0,Renault
4,Alonso,2003,Malaysian Grand Prix,1,3,6.0,Renault
30,Schumacher,2003,Malaysian Grand Prix,3,6,3.0,Ferrari
4,Alonso,2003,Brazilian Grand Prix,10,3,6.0,Renault
30,Schumacher,2003,Brazilian Grand Prix,7,14,0.0,Ferrari
30,Schumacher,2003,San Marino Grand Prix,1,1,10.0,Ferrari
4,Alonso,2003,San Marino Grand Prix,8,6,3.0,Renault
30,Schumacher,2003,Spanish Grand Prix,1,1,10.0,Ferrari
4,Alonso,2003,Spanish Grand Prix,3,2,8.0,Renault
30,Schumacher,2003,Austrian Grand Prix,1,1,10.0,Ferrari
4,Alonso,2003,Austrian Grand Prix,19,16,0.0,Renault
30,Schumacher,2003,Monaco Grand Prix,5,3,6.0,Ferrari
4,Alonso,2003,Monaco Grand Prix,8,5,4.0,Renault
30,Schumacher,2003,Canadian Grand Prix,3,1,10.0,Ferrari
4,Alonso,2003,Canadian Grand Prix,4,4,5.0,Renault
4,Alonso,2003,European Grand Prix,8,4,5.0,Renault
30,Schumacher,2003,European Grand Prix,2,5,4.0,Ferrari
30,Schumacher,2003,French Grand Prix,3,3,6.0,Ferrari
4,Alonso,2003,French Grand Prix,7,18,0.0,Renault
30,Schumacher,2003,British Grand Prix,5,4,5.0,Ferrari
4,Alonso,2003,British Grand Prix,8,18,0.0,Renault
4,Alonso,2003,German Grand Prix,8,4,5.0,Renault
30,Schumacher,2003,German Grand Prix,6,7,2.0,Ferrari
4,Alonso,2003,Hungarian Grand Prix,1,1,10.0,Renault
30,Schumacher,2003,Hungarian Grand Prix,8,8,1.0,Ferrari
30,Schumacher,2003,Italian Grand Prix,1,1,10.0,Ferrari
4,Alonso,2003,Italian Grand Prix,20,8,1.0,Renault
30,Schumacher,2003,United States Grand Prix,7,1,10.0,Ferrari
4,Alonso,2003,United States Grand Prix,6,15,0.0,Renault
30,Schumacher,2003,Japanese Grand Prix,14,8,1.0,Ferrari
4,Alonso,2003,Japanese Grand Prix,5,18,0.0,Renault
30,Schumacher,2002,Australian Grand Prix,2,1,10.0,Ferrari
30,Schumacher,2002,Malaysian Grand Prix,1,3,4.0,Ferrari
30,Schumacher,2002,Brazilian Grand Prix,2,1,10.0,Ferrari
30,Schumacher,2002,San Marino Grand Prix,1,1,10.0,Ferrari
30,Schumacher,2002,Spanish Grand Prix,1,1,10.0,Ferrari
30,Schumacher,2002,Austrian Grand Prix,3,1,10.0,Ferrari
30,Schumacher,2002,Monaco Grand Prix,3,2,6.0,Ferrari
30,Schumacher,2002,Canadian Grand Prix,2,1,10.0,Ferrari
30,Schumacher,2002,European Grand Prix,3,2,6.0,Ferrari
30,Schumacher,2002,British Grand Prix,3,1,10.0,Ferrari
30,Schumacher,2002,French Grand Prix,2,1,10.0,Ferrari
30,Schumacher,2002,German Grand Prix,1,1,10.0,Ferrari
30,Schumacher,2002,Hungarian Grand Prix,2,2,6.0,Ferrari
30,Schumacher,2002,Belgian Grand Prix,1,1,10.0,Ferrari
30,Schumacher,2002,Italian Grand Prix,2,2,6.0,Ferrari
30,Schumacher,2002,United States Grand Prix,1,2,6.0,Ferrari
30,Schumacher,2002,Japanese Grand Prix,1,1,10.0,Ferrari
30,Schumacher,2001,Australian Grand Prix,1,1,10.0,Ferrari
4,Alonso,2001,Australian Grand Prix,19,12,0.0,Minardi
30,Schumacher,2001,Malaysian Grand Prix,1,1,10.0,Ferrari
4,Alonso,2001,Malaysian Grand Prix,21,13,0.0,Minardi
30,Schumacher,2001,Brazilian Grand Prix,1,2,6.0,Ferrari
4,Alonso,2001,Brazilian Grand Prix,19,19,0.0,Minardi
30,Schumacher,2001,San Marino Grand Prix,4,19,0.0,Ferrari
4,Alonso,2001,San Marino Grand Prix,18,22,0.0,Minardi
30,Schumacher,2001,Spanish Grand Prix,1,1,10.0,Ferrari
4,Alonso,2001,Spanish Grand Prix,18,13,0.0,Minardi
30,Schumacher,2001,Austrian Grand Prix,1,2,6.0,Ferrari
4,Alonso,2001,Austrian Grand Prix,18,15,0.0,Minardi
30,Schumacher,2001,Monaco Grand Prix,2,1,10.0,Ferrari
4,Alonso,2001,Monaco Grand Prix,18,13,0.0,Minardi
30,Schumacher,2001,Canadian Grand Prix,1,2,6.0,Ferrari
4,Alonso,2001,Canadian Grand Prix,22,19,0.0,Minardi
30,Schumacher,2001,European Grand Prix,1,1,10.0,Ferrari
4,Alonso,2001,European Grand Prix,21,14,0.0,Minardi
30,Schumacher,2001,French Grand Prix,2,1,10.0,Ferrari
4,Alonso,2001,French Grand Prix,21,17,0.0,Minardi
30,Schumacher,2001,British Grand Prix,1,2,6.0,Ferrari
4,Alonso,2001,British Grand Prix,21,16,0.0,Minardi
4,Alonso,2001,German Grand Prix,21,10,0.0,Minardi
30,Schumacher,2001,German Grand Prix,4,15,0.0,Ferrari
30,Schumacher,2001,Hungarian Grand Prix,1,1,10.0,Ferrari
4,Alonso,2001,Hungarian Grand Prix,18,18,0.0,Minardi
30,Schumacher,2001,Belgian Grand Prix,3,1,10.0,Ferrari
4,Alonso,2001,Belgian Grand Prix,20,22,0.0,Minardi
30,Schumacher,2001,Italian Grand Prix,3,4,3.0,Ferrari
4,Alonso,2001,Italian Grand Prix,21,13,0.0,Minardi
30,Schumacher,2001,United States Grand Prix,1,2,6.0,Ferrari
4,Alonso,2001,United States Grand Prix,17,21,0.0,Minardi
30,Schumacher,2001,Japanese Grand Prix,1,1,10.0,Ferrari
4,Alonso,2001,Japanese Grand Prix,18,11,0.0,Minardi
30,Schumacher,2000,Australian Grand Prix,3,1,10.0,Ferrari
30,Schumacher,2000,Brazilian Grand Prix,3,1,10.0,Ferrari
30,Schumacher,2000,San Marino Grand Prix,2,1,10.0,Ferrari
30,Schumacher,2000,British Grand Prix,5,3,4.0,Ferrari
30,Schumacher,2000,Spanish Grand Prix,1,5,2.0,Ferrari
30,Schumacher,2000,European Grand Prix,2,1,10.0,Ferrari
30,Schumacher,2000,Monaco Grand Prix,1,12,0.0,Ferrari
30,Schumacher,2000,Canadian Grand Prix,1,1,10.0,Ferrari
30,Schumacher,2000,French Grand Prix,1,16,0.0,Ferrari
30,Schumacher,2000,Austrian Grand Prix,4,20,0.0,Ferrari
30,Schumacher,2000,German Grand Prix,2,21,0.0,Ferrari
30,Schumacher,2000,Hungarian Grand Prix,1,2,6.0,Ferrari
30,Schumacher,2000,Belgian Grand Prix,4,2,6.0,Ferrari
30,Schumacher,2000,Italian Grand Prix,1,1,10.0,Ferrari
30,Schumacher,2000,United States Grand Prix,1,1,10.0,Ferrari
30,Schumacher,2000,Japanese Grand Prix,1,1,10.0,Ferrari
30,Schumacher,2000,Malaysian Grand Prix,1,1,10.0,Ferrari
30,Schumacher,1999,Australian Grand Prix,3,8,0.0,Ferrari
30,Schumacher,1999,Brazilian Grand Prix,4,2,6.0,Ferrari
30,Schumacher,1999,San Marino Grand Prix,3,1,10.0,Ferrari
30,Schumacher,1999,Monaco Grand Prix,2,1,10.0,Ferrari
30,Schumacher,1999,Spanish Grand Prix,4,3,4.0,Ferrari
30,Schumacher,1999,Canadian Grand Prix,1,15,0.0,Ferrari
30,Schumacher,1999,French Grand Prix,6,5,2.0,Ferrari
30,Schumacher,1999,British Grand Prix,2,22,0.0,Ferrari
30,Schumacher,1999,Malaysian Grand Prix,1,2,6.0,Ferrari
30,Schumacher,1999,Japanese Grand Prix,1,2,6.0,Ferrari
30,Schumacher,1998,Australian Grand Prix,3,17,0.0,Ferrari
30,Schumacher,1998,Brazilian Grand Prix,4,3,4.0,Ferrari
30,Schumacher,1998,Argentine Grand Prix,2,1,10.0,Ferrari
30,Schumacher,1998,San Marino Grand Prix,3,2,6.0,Ferrari
30,Schumacher,1998,Spanish Grand Prix,3,3,4.0,Ferrari
30,Schumacher,1998,Monaco Grand Prix,4,10,0.0,Ferrari
30,Schumacher,1998,Canadian Grand Prix,3,1,10.0,Ferrari
30,Schumacher,1998,French Grand Prix,2,1,10.0,Ferrari
30,Schumacher,1998,British Grand Prix,2,1,10.0,Ferrari
30,Schumacher,1998,Austrian Grand Prix,4,3,4.0,Ferrari
30,Schumacher,1998,German Grand Prix,9,5,2.0,Ferrari
30,Schumacher,1998,Hungarian Grand Prix,3,1,10.0,Ferrari
30,Schumacher,1998,Belgian Grand Prix,4,10,0.0,Ferrari
30,Schumacher,1998,Italian Grand Prix,1,1,10.0,Ferrari
30,Schumacher,1998,Luxembourg Grand Prix,1,2,6.0,Ferrari
30,Schumacher,1998,Japanese Grand Prix,1,14,0.0,Ferrari
30,Schumacher,1997,Australian Grand Prix,3,2,6.0,Ferrari
30,Schumacher,1997,Brazilian Grand Prix,2,5,2.0,Ferrari
30,Schumacher,1997,Argentine Grand Prix,4,21,0.0,Ferrari
30,Schumacher,1997,San Marino Grand Prix,3,2,6.0,Ferrari
30,Schumacher,1997,Monaco Grand Prix,2,1,10.0,Ferrari
30,Schumacher,1997,Spanish Grand Prix,7,4,3.0,Ferrari
30,Schumacher,1997,Canadian Grand Prix,1,1,10.0,Ferrari
30,Schumacher,1997,French Grand Prix,1,1,10.0,Ferrari
30,Schumacher,1997,British Grand Prix,4,18,0.0,Ferrari
30,Schumacher,1997,German Grand Prix,4,2,6.0,Ferrari
30,Schumacher,1997,Hungarian Grand Prix,1,4,3.0,Ferrari
30,Schumacher,1997,Belgian Grand Prix,3,1,10.0,Ferrari
30,Schumacher,1997,Italian Grand Prix,9,6,1.0,Ferrari
30,Schumacher,1997,Austrian Grand Prix,9,6,1.0,Ferrari
30,Schumacher,1997,Luxembourg Grand Prix,5,18,0.0,Ferrari
30,Schumacher,1997,Japanese Grand Prix,2,1,10.0,Ferrari
30,Schumacher,1997,European Grand Prix,2,18,0.0,Ferrari
30,Schumacher,1996,Australian Grand Prix,4,13,0.0,Ferrari
30,Schumacher,1996,Brazilian Grand Prix,4,3,4.0,Ferrari
30,Schumacher,1996,Argentine Grand Prix,2,12,0.0,Ferrari
30,Schumacher,1996,European Grand Prix,3,2,6.0,Ferrari
30,Schumacher,1996,San Marino Grand Prix,1,2,6.0,Ferrari
30,Schumacher,1996,Monaco Grand Prix,1,17,0.0,Ferrari
30,Schumacher,1996,Spanish Grand Prix,3,1,10.0,Ferrari
30,Schumacher,1996,Canadian Grand Prix,3,12,0.0,Ferrari
30,Schumacher,1996,French Grand Prix,1,22,0.0,Ferrari
30,Schumacher,1996,British Grand Prix,3,20,0.0,Ferrari
30,Schumacher,1996,German Grand Prix,3,4,3.0,Ferrari
30,Schumacher,1996,Hungarian Grand Prix,1,9,0.0,Ferrari
30,Schumacher,1996,Belgian Grand Prix,3,1,10.0,Ferrari
30,Schumacher,1996,Italian Grand Prix,3,1,10.0,Ferrari
30,Schumacher,1996,Portuguese Grand Prix,4,3,4.0,Ferrari
30,Schumacher,1996,Japanese Grand Prix,3,2,6.0,Ferrari
30,Schumacher,1995,Brazilian Grand Prix,2,1,10.0,Benetton
30,Schumacher,1995,Argentine Grand Prix,3,3,4.0,Benetton
30,Schumacher,1995,San Marino Grand Prix,1,26,0.0,Benetton
30,Schumacher,1995,Spanish Grand Prix,1,1,10.0,Benetton
30,Schumacher,1995,Monaco Grand Prix,2,1,10.0,Benetton
30,Schumacher,1995,Canadian Grand Prix,1,5,2.0,Benetton
30,Schumacher,1995,French Grand Prix,2,1,10.0,Benetton
30,Schumacher,1995,British Grand Prix,2,14,0.0,Benetton
30,Schumacher,1995,German Grand Prix,2,1,10.0,Benetton
30,Schumacher,1995,Hungarian Grand Prix,3,11,0.0,Benetton
30,Schumacher,1995,Belgian Grand Prix,16,1,10.0,Benetton
30,Schumacher,1995,Italian Grand Prix,2,16,0.0,Benetton
30,Schumacher,1995,Portuguese Grand Prix,3,2,6.0,Benetton
30,Schumacher,1995,European Grand Prix,3,1,10.0,Benetton
30,Schumacher,1995,Pacific Grand Prix,3,1,10.0,Benetton
30,Schumacher,1995,Japanese Grand Prix,1,1,10.0,Benetton
30,Schumacher,1995,Australian Grand Prix,3,15,0.0,Benetton
30,Schumacher,1994,Brazilian Grand Prix,2,1,10.0,Benetton
30,Schumacher,1994,Pacific Grand Prix,2,1,10.0,Benetton
30,Schumacher,1994,San Marino Grand Prix,2,1,10.0,Benetton
30,Schumacher,1994,Monaco Grand Prix,1,1,10.0,Benetton
30,Schumacher,1994,Spanish Grand Prix,1,2,6.0,Benetton
30,Schumacher,1994,Canadian Grand Prix,1,1,10.0,Benetton
30,Schumacher,1994,French Grand Prix,3,1,10.0,Benetton
30,Schumacher,1994,British Grand Prix,2,17,0.0,Benetton
30,Schumacher,1994,German Grand Prix,4,11,0.0,Benetton
30,Schumacher,1994,Hungarian Grand Prix,1,1,10.0,Benetton
30,Schumacher,1994,Belgian Grand Prix,2,14,0.0,Benetton
30,Schumacher,1994,European Grand Prix,1,1,10.0,Benetton
30,Schumacher,1994,Japanese Grand Prix,1,2,6.0,Benetton
30,Schumacher,1994,Australian Grand Prix,2,20,0.0,Benetton
30,Schumacher,1993,South African Grand Prix,3,12,0.0,Benetton
30,Schumacher,1993,Brazilian Grand Prix,4,3,4.0,Benetton
30,Schumacher,1993,European Grand Prix,3,18,0.0,Benetton
30,Schumacher,1993,San Marino Grand Prix,3,2,6.0,Benetton
30,Schumacher,1993,Spanish Grand Prix,4,3,4.0,Benetton
30,Schumacher,1993,Monaco Grand Prix,2,20,0.0,Benetton
30,Schumacher,1993,Canadian Grand Prix,3,2,6.0,Benetton
30,Schumacher,1993,French Grand Prix,7,3,4.0,Benetton
